帝汶,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
厄瓜多,EC,0,0,0,0,0,0,0,0,0,0,0,0,0
埃及,EG,0,0,0,0,0,0,0,0,0,0,0,0,0
薩爾瓦多,SV,0,0,0,0,0,0,0,0,0,0,0,0,0
赤道幾內亞,GQ,0,0,0,0,0,0,0,0,0,0,0,0,0
厄利垂亞,ER,0,0,0,0,0,0,0,0,0,0,0,0,0
愛沙尼亞,EE,0,0,0,0,0,0,0,0,0,0,0,0,0
依索比亞,ET,0,0,0,0,0,0,0,0,0,0,0,0,0
福克蘭群島,FK,0,0,0,0,0,0,0,0,0,0,0,0,0
法羅群島,FO,0,0,0,0,0,0,0,0,0,0,0,0,0
斐濟群島,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0
芬蘭,FI,0,0,0,0,0,0,0,0,0,0,0,0,0
法國,FR,1,1,1,0,0,0,0,0,0,1,0,1,1
法國本土,FX,0,0,0,0,0,0,0,0,0,0,0,0,0
法屬圭亞那,GF,0,0,0,0,0,0,0,0,0,0,0,0,0
法屬玻里尼西亞,PF,0,0,0,0,0,0,0,0,0,0,0,0,0
法屬南部屬地,TF,0,0,0,0,0,0,0,0,0,0,0,0,0
加彭,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
甘比亞,GM,0,0,0,0,0,0,0,0,0,0,0,0,0
喬治亞,GE,0,0,0,0,0,0,0,0,0,0,0,0,0
德國,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
迦納,GH,0,0,0,0,0,0,0,0,0,0,0,0,0
直布羅陀,GI,0,0,0,0,0,0,0,0,0,0,0,0,0
希臘,GR,0,0,0,0,0,0,0,0,0,0,0,0,0
格陵蘭,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
格瑞那達,GD,0,0,0,0,0,0,0,0,0,0,0,0,0
瓜德魯普島,GP,0,0,0,0,0,0,0,0,0,0,0,0,0
關島,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
瓜地馬拉,GT,0,0,0,0,0,0,0,0,0,0,0,0,0
幾內亞,GN,0,0,0,0,0,0,0,0,0,0,0,0,0
幾內亞比索,GW,0,0,0,0,0,0,0,0,0,0,0,0,0
蓋亞那,GY,0,0,0,0,0,0,0,0,0,0,0,0,0
海地,HT,0,0,0,0,0,0,0,0,0,0,0,0,0
赫德及麥當勞群島,HM,0,0,0,0,0,0,0,0,0,0,0,0,0
教廷,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
宏都拉斯,HN,0,0,0,0,0,0,0,0,0,0,0,0,0
香港,HK,1,1,1,1,0,0,0,0,0,1,1,1,1
匈牙利,HU,0,0,0,0,0,0,0,0,0,0,0,0,0
冰島,IS,0,0,0,0,0,0,0,0,0,0,0,0,0
印度,IN,36,36,20,0,2,1,29,0,0,1,21,1,20
印尼,ID,3,3,7,5,6,6,7,1,3,0,0,3,3
伊朗,IR,0,0,0,0,0,0,0,0,0,0,0,0,0
伊拉克,IQ,0,0,0,0,0,0,0,0,0,0,0,0,0
愛爾蘭,IE,0,0,0,0,0,0,0,0,0,0,0,0,0
以色列,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
義大利,IT,21,21,7,18,3,6,46,5,3,0,22,26,1
牙買加,JM,0,0,0,0,0,0,0,0,0,0,0,0,0
日本,JP,242,242,218,232,256,214,133,159,148,287,205,226,185
約旦,JO,0,0,0,0,0,0,0,0,0,0,0,0,0
哈薩克,KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
肯亞,KE,0,0,0,0,0,0,0,0,0,0,0,0,0
吉里巴斯,KI,0,0,0,0,0,0,0,0,0,0,0,0,0
北韓,KP,0,0,0,0,0,0,0,0,0,0,0,0,0
韓國,KR,0,0,0,0,0,0,0,0,0,0,0,0,0
科威特,KW,0,0,0,0,0,0,0,0,0,0,0,0,0
吉爾吉斯,KG,0,0,0,0,0,0,0,0,0,0,0,0,0
寮國,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
拉脫維亞,LV,0,0,0,0,0,0,0,0,0,0,0,0,0
黎巴嫩,LB,0,0,0,0,0,0,0,0,0,0,0,0,0
賴索托,LS,0,0,0,0,0,0,0,0,0,0,0,0,0
賴比瑞亞,LR,0,0,0,0,0,0,0,0,0,0,0,0,0
利比亞,LY,0,0,0,0,0,0,0,0,0,0,0,0,0
列支敦斯登,LI,0,0,0,0,0,0,0,0,0,0,0,0,0
立陶宛,LT,0,0,0,0,0,0,0,0,0,0,0,0,0
盧森堡,LU,0,0,0,0,0,0,0,0,0,0,0,0,0
澳門,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
馬其頓,MK,0,0,0,0,0,0,0,0,0,0,0,0,0
馬達加斯加,MG,0,0,0,0,0,0,0,0,0,0,0,0,0
馬拉威,MW,0,0,0,0,0,0,0,0,0,0,0,0,0
馬來西亞,MY,0,0,0,2,0,0,0,0,9,1,0,11,0
馬爾地夫,MV,0,0,0,0,0,0,0,0,0,0,0,0,0
馬利,ML,0,0,0,0,0,0,0,0,0,0,0,0,0
馬爾他,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
馬紹爾群島,MH,0,0,0,0,0,0,0,0,0,0,0,0,0
法屬馬丁尼克,MQ,0,0,0,0,0,0,0,0,0,0,0,0,0
茅利塔尼亞,MR,0,0,0,0,0,0,0,0,0,0,0,0,0
模里西斯,MU,0,0,0,0,0,0,0,0,0,0,0,0,0
美亞特,YT,0,0,0,0,0,0,0,0,0,0,0,0,0
墨西哥,MX,0,0,0,0,0,0,0,0,0,0,0,0,0
密克羅尼西亞,FM,0,0,0,0,0,0,0,0,0,0,0,0,0
摩爾多瓦,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
摩納哥,MC,0,0,0,0,0,0,0,0,0,0,0,0,0
蒙古,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
蒙瑟拉特島,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
摩洛哥,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
莫三比克,MZ,0,0,0,0,0,0,0,0,0,0,0,0,0
緬甸,MM,0,0,246,246,248,0,246,246,246,397,1,320,0
納米比亞,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
諾魯,NR,0,0,0,0,0,0,0,0,0,0,0,0,0
尼泊爾,NP,0,0,0,0,0,0,0,0,0,0,0,0,0
荷蘭,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
荷屬安地列斯,AN,0,0,0,0,0,0,0,0,0,0,0,0,0
納維斯,XB,0,0,0,0,0,0,0,0,0,0,0,0,0
新喀里多尼亞島,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
紐西蘭,NZ,0,0,0,0,0,0,0,0,0,0,0,0,0
尼加拉瓜,NI,0,0,0,0,0,0,0,0,0,0,0,0,0
尼日,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
奈及利亞,NG,0,0,0,0,0,0,0,0,0,0,0,0,0
紐威島,NU,0,0,0,0,0,0,0,0,0,0,0,0,0
諾福克群島,NF,0,0,0,0,0,0,0,0,0,0,0,0,0
北馬里亞納群島,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
挪威,NO,0,0,0,0,0,0,0,0,0,0,0,0,0
阿曼,OM,0,0,0,0,0,0,0,0,0,0,0,0,0
巴基斯坦,PK,0,0,0,0,0,0,0,0,0,0,0,0,75
帛琉群島,PW,0,0,0,0,0,0,0,0,0,0,0,0,0
巴拿馬,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
巴布亞紐幾內亞,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
巴拉圭,PY,0,0,0,0,0,0,0,0,0,0,0,0,0
秘魯,PE,0,0,0,0,0,0,0,0,0,0,0,0,0
菲律賓,PH,1,1,0,0,1,1,0,1,0,1,1,0,0
皮特康島,PN,0,0,0,0,0,0,0,0,0,0,0,0,0
波蘭,PL,0,0,0,0,0,0,0,0,0,0,0,0,0
葡萄牙,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
波多黎各,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
卡達,QA,0,0,0,0,0,0,0,0,0,0,0,0,0
留尼旺,RE,0,0,0,0,0,0,0,0,0,0,0,0,0
羅馬尼亞,RO,0,0,0,0,0,0,0,0,0,0,0,0,0
俄羅斯,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
盧安達,RW,0,0,0,0,0,0,0,0,0,0,0,0,0
琉球,XA,0,0,0,0,0,0,0,0,0,0,0,0,0
聖赫勒拿島,SH,0,0,0,0,0,0,0,0,0,0,0,0,0
聖克里斯多福,KN,0,0,0,0,0,0,0,0,0,0,0,0,0
聖露西亞,LC,0,0,0,0,0,0,0,0,0,0,0,0,0
聖匹及密啟倫群島,PM,0,0,0,0,0,0,0,0,0,0,0,0,0
聖文森,VC,0,0,0,0,0,0,0,0,0,0,0,0,0
薩摩亞群島,WS,0,0,0,0,0,0,0,0,0,0,0,0,0
聖馬利諾,SM,0,0,0,0,0,0,0,0,0,0,0,0,0
聖多美及普林西比,ST,0,0,0,0,0,0,0,0,0,0,0,0,0
沙烏地阿拉伯,SA,0,0,0,0,0,0,0,0,0,0,0,0,0
塞內加爾,SN,0,0,0,0,0,0,0,0,0,0,0,0,0
塞席爾,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
獅子山,SL,0,0,0,0,0,0,0,0,0,0,0,0,0
新加坡,SG,1,1,0,0,2,0,0,0,0,3,0,0,3
斯洛伐克,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
斯洛凡尼亞,SI,0,0,0,0,0,0,0,0,0,0,0,0,0
索羅門群島,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
索馬利亞,SO,0,0,0,0,0,0,0,0,0,0,0,0,0
南非,ZA,0,0,0,0,0,0,0,0,0,0,0,0,0
南喬治亞及南桑威奇群島,GS,0,0,0,0,0,0,0,0,0,0,0,0,0
西班牙,ES,3,3,0,1,1,11,3,2,0,0,2,0,0
斯里蘭卡,LK,0,0,0,0,0,0,0,0,0,0,0,0,0
蘇丹,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
蘇利南,SR,0,0,0,0,0,0,0,0,0,0,0,0,0
斯瓦巴及尖棉島,SJ,0,0,0,0,0,0,0,0,0,0,0,0,0
史瓦濟蘭,SZ,0,0,0,0,0,0,0,0,0,0,0,0,0
瑞典,SE,0,0,0,0,0,0,0,0,0,0,0,0,0
瑞士,CH,0,0,0,0,0,0,0,0,0,0,0,0,0
敘利亞,SY,0,0,0,0,0,0,0,0,0,0,0,0,0
大溪地,XC,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣，中華民國,TW,0,0,0,0,0,0,0,0,0,0,0,0,0
塔吉克,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0
坦尚尼亞,TZ,0,0,0,0,0,0,0,0,0,0,0,0,0
泰國,TH,1718,1718,2932,2074,2042,2804,2583,2175,1871,3082,3687,2591,2125
多哥,TG,0,0,0,0,0,0,0,0,0,0,0,0,0
托克勞群島,TK,0,0,0,0,0,0,0,0,0,0,0,0,0
東加,TO,0,0,0,0,0,0,0,0,0,0,0,0,0
千里達,TT,0,0,0,0,0,0,0,0,0,0,0,0,0
突尼西亞,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
土耳其,TR,0,0,0,0,0,0,0,0,0,0,0,0,0
土庫曼,TM,0,0,0,0,0,0,0,0,0,0,0,0,0
土克斯及開科斯群島,TC,0,0,0,0,0,0,0,0,0,0,0,0,0
吐瓦魯,TV,0,0,0,0,0,0,0,0,0,0,0,0,0
烏干達,UG,0,0,0,0,0,0,0,0,0,0,0,0,0
烏克蘭,UA,0,0,0,0,0,0,0,0,0,0,0,0,0
阿拉伯聯合大公國,AE,0,0,0,0,0,0,0,0,0,0,0,0,0
英國,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
美國,US,3790,2560,3288,5084,1015,8053,14436,8825,4214,6783,6035,2979,3280
美屬邊疆群島,UM,0,0,0,0,0,0,0,0,0,0,0,0,0
烏拉圭,UY,0,0,0,0,0,0,0,0,0,0,0,0,0
烏茲別克,UZ,0,0,0,0,0,0,0,0,0,0,0,0,0
萬那杜,VU,0,0,0,0,0,0,0,0,0,0,0,0,0
委內瑞拉,VE,0,0,0,0,0,0,0,0,0,0,0,0,0
越南,VN,2059,2059,1885,1001,3735,7434,4626,3921,1891,2326,2141,2053,1213
英屬維爾京群島,VG,0,0,0,0,0,0,0,0,0,0,0,0,0
美屬維爾京群島,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
沃里斯與伏塔那島,WF,0,0,0,0,0,0,0,0,0,0,0,0,0
西撒哈拉,EH,0,0,0,0,0,0,0,0,0,0,0,0,0
葉門,YE,0,0,0,0,0,0,0,0,0,0,0,0,0
南斯拉夫,YU,0,0,0,0,0,0,0,0,0,0,0,0,0
尚比亞,ZM,0,0,0,0,0,0,0,0,0,0,0,0,0
辛巴威,ZW,0,0,0,0,0,0,0,0,0,0,0,0,0
null,-99,0,0,0,0,0,0,0,0,0,0,0,0
null,ME,0,0,0,0,0,0,0,0,0,0,0,0
null,PS,0,0,0,0,0,0,0,0,0,0,0,0
null,SS,0,0,0,0,0,0,0,0,0,0,0,0
null,RS,0,0,0,0,0,0,0,0,0,0,0,0
null,TL,0,0,0,0,0,0,0,0,0,0,0,0
